NumID,ID,Text,E1,E2,E3,E4,E5,E6,E7,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,ZE1,ZE2,ZE3,ZE4,ZE5,ZE6,ZE7,ZCH1,ZCH2,ZCH3,ZCH4,ZCH5,ZCH6,ZCH7,ZCH8,ZCH9,ZCH10,ZCH11,AVG_Z_SCORE,AVG_Z_SCORE_ENGLISH,AVG_Z_SCORE_CHINESE
1012,28354,url' is fooling around with the Rubinstein and Horowitz articles again.  Is there a way to get him banned?,0,-10,0,-4,-2,-4,0,-2,8,1,,4,8,4,3,,-11,,-0.386290932,-1.970253312,-0.167298578,-1.940265689,-0.528469433,-0.897742061,-0.322597677,-0.859813084,0.80301466,0.126173986,blank,0.770396481,0.333401727,-0.116487879,0.708381042,blank,-1.234852342,blank,-0.378846873,-0.887559669,0.066276824
1013,36851,"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",6,-3,1,1,1,4,-1,1,4,-1,,-3,12,12,-6,,-3,,0.578230746,-0.343481292,0.359294365,0.35016033,0.14087461,1.448987186,-0.850580781,-0.102045971,-0.022919678,-0.436889077,blank,-0.603499496,1.773270987,1.773781957,-0.980966682,blank,-0.216522403,blank,0.191179653,0.24049788,0.148026205
1014,39167,"Like most users with their articles screwed over by 'url''s new web facelift, I'm at a lost with 'url' being dead. Can you help?",6,-1,1,-2,4,-2,1,3,6,1,,-8,3,2,-3,,13,,0.578230746,0.121310713,0.359294365,-1.024095282,0.810218652,-0.311059749,0.205385428,0.403132104,0.390047491,0.126173986,blank,-1.584853764,-1.466434848,-0.589055338,-0.417850774,blank,1.820137475,blank,-0.03862792,0.105612125,-0.164837958
1015,39531,Unfortunately the 4chan page you linked to in 'url' does not exist now. Can you give a pointer to what is involved?,7,0,2,1,2,3,0,1,7,0,,-9,5,7,5,,-8,,0.738984359,0.353706716,0.885887309,0.35016033,0.36398929,1.15564603,-0.322597677,-0.102045971,0.596531076,-0.155357545,blank,-1.781124618,-0.746500218,0.59236331,1.083791647,blank,-0.852978615,blank,0.144030362,0.503682337,-0.170665117
1016,39729,"Could you do me a huge favour, but only if you want to, because I know it's a lot to ask. Could you do the Peer Review for ''Loud'' by any chance?",13,2,2,4,2,6,1,10,11,5,6,,5,-2,,,13,,1.703506036,0.818498722,0.885887309,1.724415941,0.36398929,2.035669497,0.205385428,2.171255368,1.422465414,1.252300113,0.138774817,blank,-0.746500218,-1.534190256,blank,blank,1.820137475,blank,0.87582821,1.105336032,0.646320387
1017,40728,"Hi, I was wondering why it is that 'url' only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",8,-1,2,2,6,2,1,1,11,1,3,,12,5,,,-1,,0.899737972,0.121310713,0.885887309,0.808245534,1.256448014,0.862304874,0.205385428,-0.102045971,1.422465414,0.126173986,-0.710866918,blank,1.773270987,0.119795851,blank,blank,0.038060081,blank,0.550440948,0.719902835,0.380979062
1018,43454,Good find. Do you have a cite for the second para?,11,2,1,3,5,11,3,3,6,2,5,,6,-2,,,2,,1.38199881,0.818498722,0.359294365,1.266330738,1.033333333,3.502375276,1.261351637,0.403132104,0.390047491,0.407705518,-0.144439095,blank,-0.386532903,-1.534190256,blank,blank,0.419933809,blank,0.655631396,1.374740412,-0.063477619
1019,45710,"Your 'url' give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",,-5,0,0,4,0,2,5,4,1,8,,10,-2,,,3,,blank,-0.808273298,-0.167298578,-0.107924874,0.810218652,0.275622562,0.733368532,0.908310179,-0.022919678,0.126173986,0.70520264,blank,1.053336357,-1.534190256,blank,blank,0.547225051,blank,0.193757791,0.122618833,0.25473404
1020,50455,I noticed that you have a little note at the top saying your status. How do you do that?,1,3,1,0,1,1,2,1,7,-2,3,,7,6,,,-8,,-0.225537319,1.050894725,0.359294365,-0.107924874,0.14087461,0.568963718,0.733368532,-0.102045971,0.596531076,-0.718420608,-0.710866918,blank,-0.026565588,0.35607958,blank,blank,-0.852978615,blank,0.075833337,0.359990537,-0.208323863
1021,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,2,2,0,1,3,-1,0,3,8,1,8,,5,7,,,-4,,-0.064783706,0.818498722,-0.167298578,0.35016033,0.587103971,-0.017718593,-0.322597677,0.403132104,0.80301466,0.126173986,0.70520264,blank,-0.746500218,0.59236331,blank,blank,-0.343813646,blank,0.194495522,0.169052067,0.219938977
1022,51534,I reverted 'url' as it complicated my normal routine archiving of all the discussions on my talk page.  Could you please refrain from this kind of edit in future?,-3,-7,-2,0,-5,2,1,1,7,5,9,,8,1,,,-2,,-0.868551771,-1.273065303,-1.220484466,-0.107924874,-1.197813476,0.862304874,0.205385428,-0.102045971,0.596531076,1.252300113,0.988416551,blank,0.333401727,-0.825339067,blank,blank,-0.089231161,blank,-0.103294023,-0.514307084,0.307719038
1023,52673,I am trying to figure out the exact definition of 'url' however do not have access to Andrews.  Could you help?,8,0,0,1,-1,-2,3,2,12,6,5,,6,0,,,-3,,0.899737972,0.353706716,-0.167298578,0.35016033,-0.305354752,-0.311059749,1.261351637,0.150543066,1.628948999,1.533831644,-0.144439095,blank,-0.386532903,-1.061622797,blank,blank,-0.216522403,blank,0.256103578,0.297320511,0.214886645
1024,60607,"The article is not about this, at all. Could you explain your logic?",-9,-6,2,-2,-2,-4,0,1,3,6,7,,8,2,,,-11,,-1.833073448,-1.0406693,0.885887309,-1.024095282,-0.528469433,-0.897742061,-0.322597677,-0.102045971,-0.229403262,1.533831644,0.421988728,blank,0.333401727,-0.589055338,blank,blank,-1.234852342,blank,-0.330492479,-0.680108556,0.019123598
1025,66092,"Per 'url', there was an autoblock affecting your editing that has now been lifted.  Can you edit freely now?",13,0,0,2,2,1,3,1,5,1,5,,9,9,,,1,,1.703506036,0.353706716,-0.167298578,0.808245534,0.36398929,0.568963718,1.261351637,-0.102045971,0.183563907,0.126173986,-0.144439095,blank,0.693369042,1.064930769,blank,blank,0.292642566,blank,0.500475683,0.698923479,0.302027886
1026,69712,"You mean ""the higher solubility in the ocean""? Solubility of what?",4,-4,1,-4,-4,-6,0,0,2,-4,,,8,3,,,-4,,0.25672352,-0.575877295,0.359294365,-1.940265689,-0.974698795,-1.484424372,-0.322597677,-0.354635009,-0.435886847,-1.281483671,blank,blank,0.333401727,-0.352771608,blank,blank,-0.343813646,blank,-0.547464231,-0.668835135,-0.405864842
1027,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,4,-1,1,1,4,-2,2,1,3,2,1,,7,1,,,2,,0.25672352,0.121310713,0.359294365,0.35016033,0.810218652,-0.311059749,0.733368532,-0.102045971,-0.229403262,0.407705518,-1.277294741,blank,-0.026565588,-0.825339067,blank,blank,0.419933809,blank,0.049071933,0.331430909,-0.233287043
1028,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,-4,-5,1,2,-3,2,0,2,5,5,10,,9,4,,,-2,,-1.029305384,-0.808273298,0.359294365,0.808245534,-0.751584114,0.862304874,-0.322597677,0.150543066,0.183563907,1.252300113,1.271630462,blank,0.693369042,-0.116487879,blank,blank,-0.089231161,blank,0.175983704,-0.125987957,0.477955364
1029,79211,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,-10,,0,-3,1,-3,0,1,1,4,5,,10,1,,,-2,,-1.993827061,blank,-0.167298578,-1.482180486,0.14087461,-0.604400905,-0.322597677,-0.102045971,-0.642370432,0.970768581,-0.144439095,blank,1.053336357,-0.825339067,blank,blank,-0.089231161,blank,-0.323750068,-0.73823835,0.031525602
1030,83428,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",-5,-6,0,-2,-6,-1,1,1,6,-2,2,,2,-3,,,-1,,-1.190058997,-1.0406693,-0.167298578,-1.024095282,-1.420928157,-0.017718593,0.205385428,-0.102045971,0.390047491,-0.718420608,-0.994080829,blank,-1.826402163,-1.770473985,blank,blank,0.038060081,blank,-0.688478533,-0.665054783,-0.711902283
1031,83786,"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",8,0,-2,1,-7,1,1,3,6,1,2,5,,8,,,,,0.899737972,0.353706716,-1.220484466,0.35016033,-1.644042838,0.568963718,0.205385428,0.403132104,0.390047491,0.126173986,-0.994080829,0.966667335,blank,0.828647039,blank,blank,blank,blank,0.094924153,-0.069510449,0.286764521
1032,83791,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,-8,-8,0,-2,-6,-2,-6,-1,0,-2,1,6,,2,,,,,-1.672319835,-1.505461306,-0.167298578,-1.024095282,-1.420928157,-0.311059749,-3.490496304,-0.607224046,-0.848854016,-0.718420608,-1.277294741,1.162938188,blank,-0.589055338,blank,blank,blank,blank,-0.959197675,-1.37023703,-0.47965176
1033,85093,I have attempted to address your concern. Could you take another look at the article?,7,-2,-1,4,2,-2,4,7,2,-2,5,7,,6,,,,,0.738984359,-0.111085289,-0.693891522,1.724415941,0.36398929,-0.311059749,1.789334741,1.413488255,-0.435886847,-0.718420608,-0.144439095,1.359209042,blank,0.35607958,blank,blank,blank,blank,0.410055238,0.500098253,0.305005055
1034,85552,"I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?",7,4,-1,-2,2,-2,5,1,4,1,6,6,,3,,,,,0.738984359,1.283290727,-0.693891522,-1.024095282,0.36398929,-0.311059749,2.317317846,-0.102045971,-0.022919678,0.126173986,0.138774817,1.162938188,blank,-0.352771608,blank,blank,blank,blank,0.278821954,0.382076524,0.158358289
1035,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me.  Do you have a reference for this?,-6,-2,1,-2,-6,-2,1,-2,2,-1,5,3,,7,,,,,-1.35081261,-0.111085289,0.359294365,-1.024095282,-1.420928157,-0.311059749,0.205385428,-0.859813084,-0.435886847,-0.436889077,-0.144439095,0.574125627,blank,0.59236331,blank,blank,blank,blank,-0.335680035,-0.521900185,-0.118423194
1036,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent.  Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",-10,-10,-4,-8,-7,3,-7,-11,-9,-1,10,-1,,10,,,,,-1.993827061,-1.970253312,-2.273670353,-3.772606505,-1.644042838,1.15564603,-4.018479409,-3.133114423,-2.707206277,-0.436889077,1.271630462,-0.210957788,blank,1.301214498,blank,blank,blank,blank,-1.417888927,-2.073890492,-0.652553767
1037,99444,Hello. Can you please pass the pilot whale article?,10,0,1,-2,3,0,4,4,4,1,8,9,,6,,,,,1.221245197,0.353706716,0.359294365,-1.024095282,0.587103971,0.275622562,1.789334741,0.655721142,-0.022919678,0.126173986,0.70520264,1.75175075,blank,0.35607958,blank,blank,blank,blank,0.548786207,0.508887468,0.595334737
1038,102052,"What you linked to looks good, but what was I supposed to compare it with again? Got a link?",4,0,0,-2,-2,0,2,2,3,1,10,5,,11,,,,,0.25672352,0.353706716,-0.167298578,-1.024095282,-0.528469433,0.275622562,0.733368532,0.150543066,-0.229403262,0.126173986,1.271630462,0.966667335,blank,1.537498228,blank,blank,blank,blank,0.286359066,-0.014348852,0.637184969
1039,105723,I noticed your nice improvements to 'url'. Are you thinking of merging/redirecting 'url' to that article?,8,3,3,5,2,-2,4,8,10,3,6,6,,2,,,,,0.899737972,1.050894725,1.412480253,2.182501145,0.36398929,-0.311059749,1.789334741,1.666077292,1.215981829,0.68923705,0.138774817,1.162938188,blank,-0.589055338,blank,blank,blank,blank,0.897833247,1.055411197,0.713992306
1040,109287,"You are so right, 'url' looks to be blatant advertising.  Why don't you put it up for 'url'?",7,1,-2,0,6,6,1,2,6,0,2,6,,5,,,,,0.738984359,0.586102719,-1.220484466,-0.107924874,1.256448014,2.035669497,0.205385428,0.150543066,0.390047491,-0.155357545,-0.994080829,1.162938188,blank,0.119795851,blank,blank,blank,blank,0.320620531,0.499168668,0.11231437
1041,109807,"Can you please explain what the two fields you added to the table at 'url' are supposed to mean?  What ""reaction""?",6,0,-1,1,-3,-2,-7,3,6,0,9,3,,4,,,,,0.578230746,0.353706716,-0.693891522,0.35016033,-0.751584114,-0.311059749,-4.018479409,0.403132104,0.390047491,-0.155357545,0.988416551,0.574125627,blank,-0.116487879,blank,blank,blank,blank,-0.185310819,-0.641845286,0.347312725
1042,110401,Have you received the 1972 Encyclopedia of PNG you mentioned during the discussion about 'url'? Was there a detailed entry for Dagora?,8,3,-1,-1,3,-3,,7,7,1,-1,5,,3,,,,,0.899737972,1.050894725,-0.693891522,-0.566010078,0.587103971,-0.604400905,blank,1.413488255,0.596531076,0.126173986,-1.843722564,0.966667335,blank,-0.352771608,blank,blank,blank,blank,0.131650054,0.112239027,0.15106108
1043,119849,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's 'url' instead?",-7,0,-5,0,-2,-3,1,10,5,0,5,4,,3,,,,,-1.511566222,0.353706716,-2.800263296,-0.107924874,-0.528469433,-0.604400905,0.205385428,2.171255368,0.183563907,-0.155357545,-0.144439095,0.770396481,blank,-0.352771608,blank,blank,blank,blank,-0.193914237,-0.713361798,0.412107918
1044,123039,"When creating 'url', I also had to create 'url', 'url' and 'url'. I was wondering if you could populate them?",6,-1,-1,0,2,6,3,4,5,4,5,3,,4,,,,,0.578230746,0.121310713,-0.693891522,-0.107924874,0.36398929,2.035669497,1.261351637,0.655721142,0.183563907,0.970768581,-0.144439095,0.574125627,blank,-0.116487879,blank,blank,blank,blank,0.437075982,0.508390784,0.353875381
1045,123350,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,9,1,0,-1,1,-3,-2,1,5,1,3,1,,2,,,,,1.060491585,0.586102719,-0.167298578,-0.566010078,0.14087461,-0.604400905,-1.378563886,-0.102045971,0.183563907,0.126173986,-0.710866918,0.18158392,blank,-0.589055338,blank,blank,blank,blank,-0.141496227,-0.132686362,-0.151774402
1046,123760,A question has come up whether 'url' was Jewish (see 'url').  Do you have any references that might help?,8,6,1,1,2,4,1,7,6,0,10,,,,,,,,0.899737972,1.748082733,0.359294365,0.35016033,0.36398929,1.448987186,0.205385428,1.413488255,0.390047491,-0.155357545,1.271630462,blank,blank,blank,blank,blank,blank,blank,0.754131452,0.767948186,0.729952166
1047,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,10,0,1,1,1,0,0,0,8,-2,5,,,,,,,,1.221245197,0.353706716,0.359294365,0.35016033,0.14087461,0.275622562,-0.322597677,-0.354635009,0.80301466,-0.718420608,-0.144439095,blank,blank,blank,blank,blank,blank,blank,0.178529641,0.339758015,-0.103620013
1048,127846,"Listed by designation, new to me? have you a guideline or discussion reference for that?",4,,1,1,0,0,1,1,,-3,5,,,,,,,,0.25672352,blank,0.359294365,0.35016033,-0.082240071,0.275622562,0.205385428,-0.102045971,blank,-0.99995214,-0.144439095,blank,blank,blank,blank,blank,blank,blank,0.013167659,0.227491022,-0.415479069
1049,134176,Take a look at the most recent post to 'url'. Can you make a stub out of it?,3,-3,1,0,-1,7,2,0,6,-1,6,,,,,,,,0.095969907,-0.343481292,0.359294365,-0.107924874,-0.305354752,2.329010653,0.733368532,-0.354635009,0.390047491,-0.436889077,0.138774817,blank,blank,blank,blank,blank,blank,blank,0.227107342,0.394411791,-0.065675444
1050,136176,"Hi, I just couldn't understand 'url' ! Could you explain,please ?",9,-6,2,1,8,8,1,2,3,7,9,,,,,,,,1.060491585,-1.0406693,0.885887309,0.35016033,1.702677376,2.622351809,0.205385428,0.150543066,-0.229403262,1.815363176,0.988416551,blank,blank,blank,blank,blank,blank,blank,0.773745824,0.826612076,0.681229883
1051,139091,"Hello Roman! If you have time, could you add a 'url' infobox (with census data) for 'url'?",10,6,0,3,8,7,3,7,8,8,8,,,,,,,,1.221245197,1.748082733,-0.167298578,1.266330738,1.702677376,2.329010653,1.261351637,1.413488255,0.80301466,2.096894707,0.70520264,blank,blank,blank,blank,blank,blank,blank,1.307272729,1.337342822,1.254650065
1052,139788,"I pretty much agree with 'url', except I would like to know why you modified the see also section to be a hatnote. Doesn't 'url' have specific requirements for this?",0,-5,1,1,-1,-4,-2,2,-1,-2,2,,,,,,,,-0.386290932,-0.808273298,0.359294365,0.35016033,-0.305354752,-0.897742061,-1.378563886,0.150543066,-1.055337601,-0.718420608,-0.994080829,blank,blank,blank,blank,blank,blank,blank,-0.516733291,-0.438110033,-0.654323993
1053,141299,"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging.  If you're going to delete articles, shouldn't someone clean up these broken links?",-5,-7,1,0,-4,0,-3,1,-4,-4,9,,,,,,,,-1.190058997,-1.273065303,0.359294365,-0.107924874,-0.974698795,0.275622562,-1.90654699,-0.102045971,-1.674788354,-1.281483671,0.988416551,blank,blank,blank,blank,blank,blank,blank,-0.626116316,-0.688196862,-0.517475361
1054,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",13,-1,1,1,-4,5,1,7,7,1,7,,,,,,,,1.703506036,0.121310713,0.359294365,0.35016033,-0.974698795,1.742328341,0.205385428,1.413488255,0.596531076,0.126173986,0.421988728,blank,blank,blank,blank,blank,blank,blank,0.551406224,0.501040917,0.639545511
1055,144161,I though it's better like that. Can you revert it?,7,-5,0,0,-2,-2,1,1,6,1,4,,,,,,,,0.738984359,-0.808273298,-0.167298578,-0.107924874,-0.528469433,-0.311059749,0.205385428,-0.102045971,0.390047491,0.126173986,-0.427653006,blank,blank,blank,blank,blank,blank,blank,-0.090193968,-0.139808021,-0.003369375
1056,147665,"Due to your edits to this template, 'url' is now required on all transclusions.  Are you running a bot to clean this up?",-4,-7,-1,1,-2,3,1,-1,2,-1,4,,,,,,,,-1.029305384,-1.273065303,-0.693891522,0.35016033,-0.528469433,1.15564603,0.205385428,-0.607224046,-0.435886847,-0.436889077,-0.427653006,blank,blank,blank,blank,blank,blank,blank,-0.338290257,-0.259077122,-0.476913244
1057,153742,An article about a craver named 'url' needs some work. Can you clean the article up?,7,-3,1,0,2,-2,1,0,1,1,6,,,,,,,,0.738984359,-0.343481292,0.359294365,-0.107924874,0.36398929,-0.311059749,0.205385428,-0.354635009,-0.642370432,0.126173986,0.138774817,blank,blank,blank,blank,blank,blank,blank,0.015739172,0.129312504,-0.183014159
1058,153809,That user 'url' moved 'url' page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,-10,-10,1,-1,-3,4,1,4,6,-2,4,,,,,,,,-1.993827061,-1.970253312,0.359294365,-0.566010078,-0.751584114,1.448987186,0.205385428,0.655721142,0.390047491,-0.718420608,-0.427653006,blank,blank,blank,blank,blank,blank,blank,-0.306210233,-0.466858227,-0.025076245
1059,153974,"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the 'url' article.  Do you have any source that supports this?",-1,-3,1,1,2,-1,1,1,6,1,2,,,,,,,,-0.547044545,-0.343481292,0.359294365,0.35016033,0.36398929,-0.017718593,0.205385428,-0.102045971,0.390047491,0.126173986,-0.994080829,blank,blank,blank,blank,blank,blank,blank,-0.019029122,0.052940712,-0.144976331
1060,155694,"I see you've added 'url' to the category ""Jewish-Canadians"".  What is your source for this?",0,-5,-1,0,-3,0,1,1,3,-5,7,,,,,,,,-0.386290932,-0.808273298,-0.693891522,-0.107924874,-0.751584114,0.275622562,0.205385428,-0.102045971,-0.229403262,-1.563015203,0.421988728,blank,blank,blank,blank,blank,blank,blank,-0.339948405,-0.323850964,-0.368118927
1061,157019,You've contributed a lot to Puget Sound area articles.  Would you be willing to take a look at the debate I'm having at 'url' and do whatever you think is best?,10,0,0,7,3,-2,1,10,11,4,,4,,,,6,11,5,1.221245197,0.353706716,-0.167298578,3.098671553,0.587103971,-0.311059749,0.205385428,2.171255368,1.422465414,0.970768581,blank,0.770396481,blank,blank,blank,0.647183303,1.56555499,0.726256233,0.947259636,0.712536363,1.18198291
1062,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",5,6,0,4,3,0,1,3,4,1,,3,,,1,5,5,3,0.417477133,1.748082733,-0.167298578,1.724415941,0.587103971,0.275622562,0.205385428,0.403132104,-0.022919678,0.126173986,blank,0.574125627,blank,blank,0.332970436,0.424431426,0.801807536,0.342673571,0.51821228,0.684398456,0.372799376
1063,159734,I'm currently considering nominating you for adminship at 'url'. Are you interested?,8,6,0,1,8,-2,1,1,6,5,,4,,,1,5,13,-1,0.899737972,1.748082733,-0.167298578,0.35016033,1.702677376,-0.311059749,0.205385428,-0.102045971,0.390047491,1.252300113,blank,0.770396481,blank,blank,0.332970436,0.424431426,1.820137475,-0.424491753,0.592762081,0.632526502,0.557968212
1064,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",8,3,-1,4,3,-4,1,6,6,8,,6,,,1,6,13,3,0.899737972,1.050894725,-0.693891522,1.724415941,0.587103971,-0.897742061,0.205385428,1.160899217,0.390047491,2.096894707,blank,1.162938188,blank,blank,0.332970436,0.647183303,1.820137475,0.342673571,0.72197659,0.410843493,0.994218049
1065,168298,The main article needs a facelift. Do you want to make suggestions?,-2,6,-1,-3,0,-2,1,1,5,-4,,1,,,0,5,11,4,-0.707798158,1.748082733,-0.693891522,-1.482180486,-0.082240071,-0.311059749,0.205385428,-0.102045971,0.183563907,-1.281483671,blank,0.18158392,blank,blank,0.145265134,0.424431426,1.56555499,0.534464902,0.021842187,-0.189100261,0.206416829
1066,169878,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,-3,-2,2,-1,1,-3,1,1,4,-6,,2,,,1,4,1,4,-0.868551771,-0.111085289,0.885887309,-0.566010078,0.14087461,-0.604400905,0.205385428,-0.102045971,-0.022919678,-1.844546734,blank,0.377854773,blank,blank,0.332970436,0.201679549,0.292642566,0.534464902,-0.076520057,-0.131128671,-0.02873752
1067,174873,I think the 'url' would be more precise and accurate as 'url'. What sayest thou?,8,0,-2,3,5,-2,1,2,-1,-7,,,,,-1,1,5,-2,0.899737972,0.353706716,-1.220484466,1.266330738,1.033333333,-0.311059749,0.205385428,0.150543066,-1.055337601,-2.126078266,blank,blank,blank,blank,-0.042440169,-0.466576081,0.801807536,-0.616283084,-0.080529616,0.31813571,-0.479194943
1068,177451,"Are you saying that Scotty was being ""hot-headed""?  If so, can you please tell us what Scotty did that was ""hot-headed""?",6,0,-5,-4,-7,-4,-2,2,0,-2,,0,,,2,5,-5,4,0.578230746,0.353706716,-2.800263296,-1.940265689,-1.644042838,-0.897742061,-1.378563886,0.150543066,-0.848854016,-0.718420608,blank,-0.014686934,blank,blank,0.520675739,0.424431426,-0.471104888,0.534464902,-0.543459441,-1.10413433,-0.052868914
