Num,Id,Request,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,AVERAGE_SCORES,AVERAGE_EN,AVERAGE_CH,BINARY_AVERAGE_EN,BINARY_AVERAGE_CH
311,237529,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",-2,,,0,,,1,,,4,,,,1,,-4,,,9,,,-1,,-5,,,,1,,,-3,,,,,,3,,7,,,7,,,,4,,,,,,,4,3,,,6,,-3,,,,-3,,,,5,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0.794117647,0.714285714,0.878787879,1,1
312,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",-5,,,-9,,,-6,,,-8,,,,0,,-8,,,-3,,,-5,,-8,,,,-2,,,-2,,,,,,-9,,2,,,8,,,,0,,,,,,,4,-2,,,-3,,-5,,,,1,,,,3,,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0.588235294,0.428571429,0.757575758,1,1
313,407369,"I replied... also, are you watching that page? If so, I will stop bothering you here?",-2,,,3,,,-6,,,-9,,,,0,,,,,3,,,-2,,2,,,,-1,,,3,,,,,,0,,9,,,5,,,,3,,,,,,,3,2,,,-5,,0,,,,2,,,,1,,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.823529412,0.714285714,0.939393939,1,1
314,507499,"<url> is telling me that your talk page and <url> supposedly both link there, but I can't find them for the life of me. Any ideas?",0,,,3,,,-2,,,7,,,,0,,8,,,6,,,1,,8,,,,3,,,0,,,,,,0,,3,,,5,,,,-1,,,,,,,1,0,,,0,,0,,,,0,,,,0,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941176471,0.942857143,0.939393939,1,1
315,394295,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,3,,,4,,,4,,,7,,,,0,,4,,,6,,,1,,4,,,,3,,,0,,,,,,3,,6,,,7,,,,3,,,,,,,2,3,,,4,,0,,,,1,,,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,109287,"You are so right, <url> looks to be blatant advertising. Why don't you put it up for <url>?",0,,,7,,,7,,,3,,,,6,,0,,,7,,,-1,,6,,,,3,,,3,,,,,,0,,1,,,-7,,,,-2,,,,,,,3,3,,,3,,0,,,,4,,,,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.942857143,0.878787879,1,1
317,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism. Can you cite any scholars or experts who support your thesis?,-1,,,-2,,,-2,,,-10,,,,-4,,-1,,,-6,,,-4,,5,,,,9,,,-4,,,,,,-3,,5,,,-2,,,,1,,,,,,,1,3,,,0,,-3,,,,2,,,,0,,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0.647058824,0.485714286,0.818181818,1,1
318,123039,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",2,,,4,,,6,,,8,,,,2,,10,,,5,,,1,,6,,,,5,,,3,,,,,,2,,7,,,10,,,,5,,,,,,,2,2,,,7,,8,,,,2,,,,12,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,6,,,1,,,3,,,9,,,,-1,,9,,,7,,,0,,6,,,,1,,,2,,,,,,3,,8,,,10,,,,10,,,,,,,2,1,,,11,,4,,,,1,,,,11,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,0.942857143,1,1,1
320,333023,You may want to look at the nomination. What did you intend to do?,2,,,1,,,3,,,4,,,,-2,,4,,,3,,,-1,,-3,,,,-1,,,-3,,,,,,0,,8,,,9,,,,1,,,,,,,3,3,,,-5,,-2,,,,-4,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0.764705882,0.714285714,0.818181818,1,1
321,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,-5,,-5,,,-3,,,,,-4,,,,,-3,,,,4,,,,1,,,0,,,-7,,,-7,,,,0,3,,,-12,,,,,-2,,,,,0,,,,3,,,-3,,,-1,,,,0,,,,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0.676470588,0.6,0.757575758,1,1
322,569261,I have applied to become an admin but no one has voted? Why is this?,2,,0,,,-4,,,,,-2,,,,,6,,,,-2,,,,-1,,,1,,,-4,,,-6,,,,-1,4,,,-10,,,,,-5,,,,,-5,,,,-6,,,-3,,,-2,,,,0,,,,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0.617647059,0.657142857,0.575757576,1,1
323,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",2,,-9,,,4,,,,,3,,,,,-10,,,,6,,,,0,,,8,,,-10,,,0,,,,2,7,,,12,,,,,2,,,,,0,,,,8,,,0,,,1,,,,3,,,,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.828571429,1,1,1
324,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",-1,,2,,,8,,,,,2,,,,,9,,,,-1,,,,-2,,,4,,,1,,,0,,,,2,4,,,7,,,,,2,,,,,0,,,,2,,,0,,,0,,,,3,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.828571429,1,1,1
325,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",3,,,,,,,,,,3,,,,,0,,,,7,,,,1,,,3,,,5,,,0,,,,2,-4,,,,,,,,2,,,,,0,,,,0,,,0,,,0,,,,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,1,0.939393939,1,1
326,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,3,,5,,,0,,,,,3,,,,,5,,,,9,,,,-2,,,1,,,5,,,0,,,,-3,-7,,,8,,,,,0,,,,,4,,,,6,,,3,,,3,,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.942857143,0.878787879,1,1
327,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",4,,3,,,3,,,,,1,,,,,3,,,,7,,,,0,,,7,,,3,,,0,,,,2,12,,,10,,,,,2,,,,,0,,,,-2,,,2,,,0,,,,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,1,0.939393939,1,1
328,28354,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,0,,-2,,,-1,,,,,5,,,,,-4,,,,-5,,,,3,,,-2,,,0,,,-8,,,,0,6,,,-12,,,,,-3,,,,,0,,,,0,,,0,,,0,,,,-2,,,,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.735294118,0.657142857,0.818181818,1,1
329,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",4,,3,,,-5,,,,,3,,,,,8,,,,7,,,,0,,,7,,,2,,,-1,,,,-1,8,,,5,,,,,0,,,,,-2,,,,3,,,-5,,,0,,,,-1,,,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,0.823529412,0.885714286,0.757575758,1,1
330,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",0,,0,,,-2,,,,,4,,,,,9,,,,4,,,,1,,,7,,,3,,,2,,,,0,2,,,2,,,,,0,,,,,0,,,,1,,,0,,,0,,,,-1,,,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.941176471,0.942857143,0.939393939,1,1
331,196624,I would like to create a few plots. Where can I access the geologic temperature record raw data?,4,,,,0,,-3,,,8,,,5,,,,0,,7,,-2,,,3,3,,,2,,,,,,,,,,2,,,,-2,11,,,,,6,,3,,1,,,,,3,0,,,,11,1,,,,,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.885714286,0.939393939,1,1
332,39167,"Like most users with their articles screwed over by <url>'s new web facelift, I'm at a lost with <url> being dead. Can you help?",-5,,,,5,,-8,,,8,,,-3,,,,5,,5,,2,,,-1,6,,,8,,,,,,,,,,0,,,,-1,-10,,,,,0,,1,,3,,,,,3,2,,,,6,0,,,,,0,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.823529412,0.771428571,0.878787879,1,1
333,489092,"You deleted this, but somehow it still shows up on the parent category's page <url>. Is this normal and/or can you fix this?",-4,,,,-1,,-7,,,9,,,-2,,,,7,,3,,0,,,1,3,,,-5,,,,,,,,,,0,,,,-4,-9,,,,,-2,,1,,0,,,,,0,12,,,,4,-1,,,,,0,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0.735294118,0.714285714,0.757575758,1,1
334,458314,You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,-8,,,,-10,,-11,,,6,,,-8,,,,-9,,-6,,-2,,,-3,4,,,-10,,,,,,,,,,-3,,,,-3,-2,,,,,-7,,-3,,2,,,,,0,-12,,,,0,1,,,,,7,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.558823529,0.485714286,0.636363636,1,1
335,505765,Your bot has ruined the formatting on ref 2 in <url>. Would you care to either call off the bot or suggest an alternate formatting that will work better?,-5,,,,-9,,-12,,,8,,,-4,,,,-8,,-3,,1,,,-4,1,,,-9,,,,,,,,,,-6,,,,-4,-9,,,,,-3,,-6,,3,,,,,-1,-12,,,,-5,0,,,,,-8,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0.5,0.542857143,0.454545455,1,1
336,530060,"Excellent, thank you! Can you also delete the <url> from en and move hooks from the <url> to <url>?",7,,,,8,,9,,,8,,,3,,,,9,,5,,3,,,6,9,,,11,,,,,,,,,,6,,,,7,12,,,,,2,,9,,5,,,,,5,11,,,,9,2,,,,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,550275,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,-8,,,,-12,,7,,,9,,,7,,,,-12,,-2,,-8,,,0,6,,,-7,,,,,,,,,,3,,,,-7,-10,,,,,-1,,2,,-12,,,,,5,-12,,,,5,1,,,,,-12,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0.647058824,0.657142857,0.636363636,1,1
338,119849,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's <url> instead?",-5,,,,3,,0,,,10,,,2,,,,6,,3,,-1,,,2,0,,,-2,,,,,,,,,,-3,,,,-1,3,,,,,2,,8,,0,,,,,7,12,,,,8,3,,,,,8,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.852941176,0.828571429,0.878787879,1,1
339,325216,"Hello, I and a few others have made many edits to <url>. Do you have any more comments and can you be persuaded to change your vote?",-4,,,,6,,-2,,,8,,,4,,,,-6,,4,,2,,,5,1,,,6,,,,,,,,,,0,,,,3,5,,,,,-2,,-5,,1,,,,,8,-2,,,,0,0,,,,,0,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.823529412,0.828571429,0.818181818,1,1
340,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",-6,,,,-3,,-2,,,7,,,-1,,,,0,,-1,,1,,,3,0,,,5,,,,,,,,,,-1,,,,-2,2,,,,,0,,-1,,0,,,,,0,0,,,,0,0,,,,,0,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.764705882,0.714285714,0.818181818,1,1
