Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10.1,EN_20.1,EN_30.1,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10.1,CH_20.1,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700,EN_1_zscore,EN_2_zscore,EN_3_zscore,EN_4_zscore,EN_5_zscore,EN_6_zscore,EN_7_zscore,EN_8_zscore,EN_9_zscore,EN_10_zscore,EN_11_zscore,EN_12_zscore,EN_13_zscore,EN_14_zscore,EN_15_zscore,EN_16_zscore,EN_17_zscore,EN_18_zscore,EN_19_zscore,EN_20_zscore,EN_21_zscore,EN_22_zscore,EN_23_zscore,EN_24_zscore,EN_25_zscore,EN_26_zscore,EN_27_zscore,EN_28_zscore,EN_29_zscore,EN_30_zscore,EN_31_zscore,EN_10.1_zscore,EN_20.1_zscore,EN_30.1_zscore,EN_40_zscore,EN_50_zscore,EN_60_zscore,EN_70_zscore,EN_80_zscore,EN_90_zscore,EN_100_zscore,EN_110_zscore,EN_120_zscore,EN_130_zscore,EN_140_zscore,EN_150_zscore,EN_160_zscore,EN_170_zscore,EN_180_zscore,EN_190_zscore,EN_200_zscore,EN_210_zscore,EN_220_zscore,EN_230_zscore,EN_240_zscore,EN_250_zscore,EN_260_zscore,EN_270_zscore,EN_280_zscore,EN_290_zscore,EN_300_zscore,EN_310_zscore,EN_320_zscore,EN_330_zscore,EN_340_zscore,EN_350_zscore,EN100_zscore,EN200_zscore,EN300_zscore,EN400_zscore,EN500_zscore,EN600_zscore,EN700_zscore,EN800_zscore,EN900_zscore,EN1000_zscore,EN1100_zscore,EN1200_zscore,EN1300_zscore,EN1400_zscore,EN1500_zscore,EN1600_zscore,EN1700_zscore,EN1800_zscore,EN1900_zscore,EN2000_zscore,EN2100_zscore,EN2200_zscore,EN2300_zscore,EN2400_zscore,CH_1_zscore,CH_2_zscore,CH_3_zscore,CH_4_zscore,CH_5_zscore,CH_6_zscore,CH_7_zscore,CH_8_zscore,CH_9_zscore,CH_10_zscore,CH_11_zscore,CH_12_zscore,CH_13_zscore,CH_14_zscore,CH_15_zscore,CH_16_zscore,CH_17_zscore,CH_18_zscore,CH_19_zscore,CH_20_zscore,CH_21_zscore,CH_22_zscore,CH_23_zscore,CH_10.1_zscore,CH_20.1_zscore,CH_30_zscore,CH_40_zscore,CH_50_zscore,CH_60_zscore,CH_70_zscore,CH_80_zscore,CH_90_zscore,CH_100_zscore,CH_110_zscore,CH_120_zscore,CH_130_zscore,CH_140_zscore,CH_150_zscore,CH_160_zscore,CH_170_zscore,CH_180_zscore,CH_190_zscore,CH_200_zscore,CH_210_zscore,CH_220_zscore,CH_230_zscore,CH_240_zscore,CH_250_zscore,CH_260_zscore,CH_270_zscore,CH_280_zscore,CH_290_zscore,CH_300_zscore,CH_310_zscore,CH_320_zscore,CH_330_zscore,CH100_zscore,CH200_zscore,CH300_zscore,CH400_zscore,CH500_zscore,CH600_zscore,CH700_zscore,CH800_zscore,CH900_zscore,CH1000_zscore,CH1100_zscore,CH1200_zscore,CH1300_zscore,CH1400_zscore,CH1500_zscore,CH1600_zscore,CH1700_zscore,CH1800_zscore,CH1900_zscore,CH2000_zscore,CH2100_zscore,CH2200_zscore,CH2300_zscore,CH2400_zscore,CH2500_zscore,CH2600_zscore,CH2700_zscore,EN_1_binary,EN_2_binary,EN_3_binary,EN_4_binary,EN_5_binary,EN_6_binary,EN_7_binary,EN_8_binary,EN_9_binary,EN_10_binary,EN_11_binary,EN_12_binary,EN_13_binary,EN_14_binary,EN_15_binary,EN_16_binary,EN_17_binary,EN_18_binary,EN_19_binary,EN_20_binary,EN_21_binary,EN_22_binary,EN_23_binary,EN_24_binary,EN_25_binary,EN_26_binary,EN_27_binary,EN_28_binary,EN_29_binary,EN_30_binary,EN_31_binary,EN_10.1_binary,EN_20.1_binary,EN_30.1_binary,EN_40_binary,EN_50_binary,EN_60_binary,EN_70_binary,EN_80_binary,EN_90_binary,EN_100_binary,EN_110_binary,EN_120_binary,EN_130_binary,EN_140_binary,EN_150_binary,EN_160_binary,EN_170_binary,EN_180_binary,EN_190_binary,EN_200_binary,EN_210_binary,EN_220_binary,EN_230_binary,EN_240_binary,EN_250_binary,EN_260_binary,EN_270_binary,EN_280_binary,EN_290_binary,EN_300_binary,EN_310_binary,EN_320_binary,EN_330_binary,EN_340_binary,EN_350_binary,EN100_binary,EN200_binary,EN300_binary,EN400_binary,EN500_binary,EN600_binary,EN700_binary,EN800_binary,EN900_binary,EN1000_binary,EN1100_binary,EN1200_binary,EN1300_binary,EN1400_binary,EN1500_binary,EN1600_binary,EN1700_binary,EN1800_binary,EN1900_binary,EN2000_binary,EN2100_binary,EN2200_binary,EN2300_binary,EN2400_binary,CH_1_binary,CH_2_binary,CH_3_binary,CH_4_binary,CH_5_binary,CH_6_binary,CH_7_binary,CH_8_binary,CH_9_binary,CH_10_binary,CH_11_binary,CH_12_binary,CH_13_binary,CH_14_binary,CH_15_binary,CH_16_binary,CH_17_binary,CH_18_binary,CH_19_binary,CH_20_binary,CH_21_binary,CH_22_binary,CH_23_binary,CH_10.1_binary,CH_20.1_binary,CH_30_binary,CH_40_binary,CH_50_binary,CH_60_binary,CH_70_binary,CH_80_binary,CH_90_binary,CH_100_binary,CH_110_binary,CH_120_binary,CH_130_binary,CH_140_binary,CH_150_binary,CH_160_binary,CH_170_binary,CH_180_binary,CH_190_binary,CH_200_binary,CH_210_binary,CH_220_binary,CH_230_binary,CH_240_binary,CH_250_binary,CH_260_binary,CH_270_binary,CH_280_binary,CH_290_binary,CH_300_binary,CH_310_binary,CH_320_binary,CH_330_binary,CH100_binary,CH200_binary,CH300_binary,CH400_binary,CH500_binary,CH600_binary,CH700_binary,CH800_binary,CH900_binary,CH1000_binary,CH1100_binary,CH1200_binary,CH1300_binary,CH1400_binary,CH1500_binary,CH1600_binary,CH1700_binary,CH1800_binary,CH1900_binary,CH2000_binary,CH2100_binary,CH2200_binary,CH2300_binary,CH2400_binary,CH2500_binary,CH2600_binary,CH2700_binary,EN_orig_Mean,CH_orig_Mean,EN_orig_std,CH_orig_std,EN_z_Mean,CH_z_Mean,EN_z_std,CH_z_std,EN_binary_sum,CH_binary_sum,EN_binary_Mean,CH_binary_Mean,EN_binary_1,EN_binary_0,EN_binary_-1,EN_ratings,CH_binary_1,CH_binary_0,CH_binary_-1,CH_ratings
307,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton. Why did you do it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,-1.0,,,,-1.0,,,-1.0,,,-6.0,-4.0,,,,3.0,,-7.0,,,,-2.0,,-9.0,,,,,,,-2.0,7.0,,,,,-8.0,,3.0,,,,1.0,,,,,,,3.0,-8.0,,,,,,-3.0,,0.0,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.802127380164918,,,,-0.3490941185194413,,,,-0.7658080593119808,,,-0.2681951247183031,,,-1.0451610600830654,-1.1831945649249564,,,,0.21350452155390787,,-1.6296196764642812,,,,-0.5815488183908409,,-1.6491351097327505,,,,,,,-1.429086857876191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0213229314445469,,,,,-1.6265843295090539,,0.49289189986473037,,,,0.36717502926394463,,,,,,,0.12469115085998507,-2.344669092269222,,,,,,-0.9852378384594694,,-0.43965013677639764,,,,,-1.576316188863366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,,,,-1.0,,,-1.0,,,-1.0,-1.0,,,,1.0,,-1.0,,,,-1.0,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-1.0,,1.0,,,,1.0,,,,,,,1.0,-1.0,,,,,,-1.0,,0.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-1.4444444444444444,3.3466401061363023,5.592653911854173,-0.862678749875711,-0.5518196193827003,0.5942217719144545,1.1449821292853775,-9.0,0.0,-0.8181818181818182,0.0,1,0,10,11,4,1,4,9
308,393977,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-1.0,,,,1.0,,,5.0,,,0.0,6.0,,,,-2.0,,3.0,,,,4.0,,-9.0,,,,,,,3.0,7.0,,,,,9.0,,9.0,,,,6.0,,,,,,,3.0,-7.0,,,,,,1.0,,3.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009012667192864247,,,,-0.3490941185194413,,,,-0.4277603591063526,,,1.1013118951198404,,,-0.05342676345472539,0.7075533041186693,,,,-0.8970633526579518,,0.7168604389202189,,,,0.5145114906224444,,-1.6491351097327505,,,,,,,-0.16997949410862181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0213229314445469,,,,,1.3694999275289945,,1.4200615277183852,,,,1.692317992021038,,,,,,,0.12469115085998507,-2.106228167631674,,,,,,0.27442697783574266,,1.125206282258238,,,,,1.6850276501642882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-1.0,,,,1.0,,,1.0,,,0.0,1.0,,,,-1.0,,1.0,,,,1.0,,-1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,-1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909091,4.777777777777778,4.158233890837442,5.629781918018179,-0.04520085469143693,0.734036252466616,0.7956569495921818,1.203241716876061,3.0,7.0,0.2727272727272727,0.7777777777777778,6,2,3,11,8,0,1,9
309,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,-2.0,,,,2.0,,,-3.0,,,-2.0,-5.0,,,,-3.0,,1.0,,,,0.0,,-1.0,,,,,,,-3.0,6.0,,,,,0.0,,-5.0,,,,-7.0,,,,,,,4.0,2.0,,,,,,-1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.802127380164918,,,,-0.5488647412560002,,,,-0.2587365090035385,,,-0.7246974646643509,,,-0.3840048623308387,-1.372269351829319,,,,-1.1191769275003236,,0.24756441584331884,,,,-0.21619538205307923,,-0.40126316926328065,,,,,,,-1.680908330629705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363025784832781,,,,,-0.21666232619703102,,-0.7433342706068096,,,,-1.7530537111474047,,,,,,,0.3994343646192741,0.039740154106258016,,,,,,-0.3554054303118634,,-0.43965013677639764,,,,,-0.27177865325230455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,,,,1.0,,,-1.0,,,-1.0,-1.0,,,,-1.0,,1.0,,,,0.0,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,-1.0,,,,-1.0,,,,,,,1.0,1.0,,,,,,-1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7272727272727273,-0.1111111111111111,2.053821272209882,4.044887033170533,-0.6600617911683669,-0.2893786034536667,0.5587421604224557,0.7084987127707804,-6.0,0.0,-0.5454545454545454,0.0,2,1,8,11,3,3,3,9
310,153809,That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,-6.0,,,,-1.0,,,-6.0,,,-12.0,-3.0,,,,-2.0,,-10.0,,,,5.0,,-12.0,,,,,,,-6.0,6.0,,,,,0.0,,-2.0,,,,-2.0,,,,,,,3.0,-1.0,,,,,,-1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4244074748804825,,,,-1.3479472322022357,,,,-0.7658080593119808,,,-1.4094509745834227,,,-2.0368953567114056,-0.9941197780205938,,,,-0.8970633526579518,,-2.3335637110796315,,,,0.6971882087913253,,-2.1170870874088017,,,,,,,-2.4363727488902467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7363025784832781,,,,,-0.21666232619703102,,-0.2797494566799821,,,,-0.4279107483903114,,,,,,,0.12469115085998507,-0.6755826198063859,,,,,,-0.3554054303118634,,-0.43965013677639764,,,,,-0.27177865325230455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,,,,-1.0,,,-1.0,,,-1.0,-1.0,,,,-1.0,,-1.0,,,,1.0,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,-1.0,,,,-1.0,,,,,,,1.0,-1.0,,,,,,-1.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.636363636363637,0.3333333333333333,5.162804030228676,2.598076211353316,-1.4605025060868568,-0.20063840467455699,0.9537024950503747,0.41133595624734204,-9.0,-2.0,-0.8181818181818182,-0.2222222222222222,1,0,10,11,2,3,4,9
311,237529,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,0.0,,,1.0,,,4.0,,,,1.0,,-4.0,,,9.0,,,-1.0,,-5.0,,,,1.0,,,-3.0,,,,,,3.0,,7.0,,,7.0,,,,4.0,,,,,,,4.0,3.0,,,6.0,,-3.0,,,,-3.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5317473643789905,,,-0.3977875998150838,,,0.05616314349270563,,,0.253175750590039,,,,0.06584640924499979,,-1.1831945649249564,,,1.6729356294685993,,,-0.2217316072335812,,-1.527962528291029,,,,-0.08929518414591317,,,-0.9491753913020354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7148176365546589,,0.9887985045685984,,,0.9673388234171354,,,,0.5873173050282571,,,,,,,1.1489565355246183,0.12469115085998507,,,0.641361039565342,,-0.5892806707896587,,,,-2.0045065558110333,,,,1.1516089651249461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,0.0,,,1.0,,,1.0,,,,1.0,,-1.0,,,1.0,,,-1.0,,-1.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,-1.0,,,,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,3.3,3.9358492210587905,3.6224607965059086,-0.25934302793593145,0.37311027340428493,0.8522990274095442,0.9897112052151551,0.0,6.0,0.0,0.6,5,1,5,11,8,0,2,10
312,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,,,-9.0,,,-6.0,,,-8.0,,,,0.0,,-8.0,,,-3.0,,,-5.0,,-8.0,,,,-2.0,,,-2.0,,,,,,-9.0,,2.0,,,8.0,,,,0.0,,,,,,,4.0,-2.0,,,-3.0,,-5.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3428874117367728,,,-2.377836490514747,,,-1.5626568748264564,,,-1.7808124829638334,,,,-0.13992361964562458,,-1.9394937125424065,,,-0.9779475341403977,,,-1.1603236533873813,,-2.1878798993137325,,,,-0.5572471618219644,,,-0.7337375557762444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4621496370216027,,-0.11501971347702268,,,1.145257401449035,,,,-0.3139109733771719,,,,,,,1.1489565355246183,-1.24902491793646,,,-0.6678089174855621,,-1.0664310115100302,,,,0.08196866956848092,,,,0.5943788207096496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,,-1.0,,,-1.0,,,,0.0,,-1.0,,,-1.0,,,-1.0,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,1.0,,,1.0,,,,0.0,,,,,,,1.0,-1.0,,,-1.0,,-1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.090909090909091,-0.1,3.015113445777636,4.863697724525606,-1.3418860360608693,-0.29037837435560654,0.7059081814955885,1.1287053668032327,-10.0,1.0,-0.9090909090909091,0.1,0,1,10,11,5,1,4,10
313,407369,"I replied... also, are you watching that page? If so, I will stop bothering you here?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,3.0,,,-6.0,,,-9.0,,,,0.0,,,,,3.0,,,-2.0,,2.0,,,,-1.0,,,3.0,,,,,,0.0,,9.0,,,5.0,,,,3.0,,,,,,,3.0,2.0,,,-5.0,,0.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5317473643789905,,,0.26222869708480384,,,-1.5626568748264564,,,-1.9503115024266562,,,,-0.13992361964562458,,,,,0.34749404766410075,,,-0.4563796187720312,,0.011844670761945968,,,,-0.40126316926328065,,,0.34345162185271016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07942418183940654,,1.4303257917868468,,,0.611501667353336,,,,0.3620102354268998,,,,,,,0.7439286920662996,-0.15005206289930398,,,-0.9587355746079853,,0.12644484029089845,,,,0.6035874759133595,,,,0.037148676294353096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,,-1.0,,,-1.0,,,,0.0,,,,,1.0,,,-1.0,,1.0,,,,-1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,-1.0,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,2.0,4.067486256208427,3.6209268304000717,-0.40772631119494795,0.2726735559785297,0.7861613983531807,0.6403490953366595,-1.0,6.0,-0.1,0.6,4,1,5,10,7,2,1,10
314,507499,"<url> is telling me that your talk page and <url> supposedly both link there, but I can't find them for the life of me. Any ideas?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,,,-2.0,,,7.0,,,,0.0,,8.0,,,6.0,,,1.0,,8.0,,,,3.0,,,0.0,,,,,,0.0,,3.0,,,5.0,,,,-1.0,,,,,,,1.0,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009012667192864247,,,0.26222869708480384,,,-0.6376168643583638,,,0.7616728089785071,,,,-0.13992361964562458,,1.0857028779273945,,,1.01021483856635,,,0.24756441584331884,,1.331679412807353,,,,0.2226728009714543,,,-0.30286188472466263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07942418183940654,,0.10574393013210154,,,0.611501667353336,,,,-0.539218042978529,,,,,,,-0.06612699485033773,-0.6995384904178821,,,-0.2314189318019275,,0.12644484029089845,,,,-0.43965013677639764,,,,-0.2414663959132952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,-1.0,,,1.0,,,,0.0,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,1.0,,,,-1.0,,,,,,,1.0,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.090909090909091,0.8,3.6181361349331636,1.8135294011647258,0.3500314682403087,-0.145315273680144,0.624710621775028,0.3779893062276672,6.0,2.0,0.5454545454545454,0.2,7,3,1,11,3,6,1,10
315,394295,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,4.0,,,7.0,,,,0.0,,4.0,,,6.0,,,1.0,,4.0,,,,3.0,,,0.0,,,,,,3.0,,6.0,,,7.0,,,,3.0,,,,,,,2.0,3.0,,,4.0,,0.0,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8201527145506464,,,0.48223412938476645,,,0.7499431513437751,,,0.7616728089785071,,,,-0.13992361964562458,,0.32940373030994413,,,1.01021483856635,,,0.24756441584331884,,0.4517895847770816,,,,0.2226728009714543,,,-0.30286188472466263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7148176365546589,,0.7680348609594742,,,0.9673388234171354,,,,0.3620102354268998,,,,,,,0.338900848607981,0.12469115085998507,,,0.3504343824429188,,0.12644484029089845,,,,0.08196866956848092,,,,1.4302240373325943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,0.0,,1.0,,,1.0,,,1.0,,1.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.272727272727273,3.5,2.2401298663653004,2.273030282830976,0.42116933366868703,0.5264865485461027,0.40643211836831394,0.43680794598767547,9.0,9.0,0.8181818181818182,0.9,9,2,0,11,9,1,0,10
316,109287,"You are so right, <url> looks to be blatant advertising. Why don't you put it up for <url>?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,7.0,,,7.0,,,3.0,,,,6.0,,0.0,,,7.0,,,-1.0,,6.0,,,,3.0,,,3.0,,,,,,0.0,,1.0,,,-7.0,,,,-2.0,,,,,,,3.0,3.0,,,3.0,,0.0,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009012667192864247,,,1.142250426284654,,,1.4437231591948445,,,0.08367673112721627,,,,1.0946965536981217,,-0.42689541730750613,,,1.2311217688671,,,-0.2217316072335812,,0.8917344987922173,,,,0.2226728009714543,,,0.34345162185271016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07942418183940654,,-0.3357833570861469,,,-1.5235212690294604,,,,-0.7645251125798863,,,,,,,0.7439286920662996,0.12469115085998507,,,0.20497105388170722,,0.12644484029089845,,,,1.6468250886031166,,,,0.8729938929172979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,1.0,,,1.0,,,,1.0,,0.0,,,1.0,,,-1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,-1.0,,,,-1.0,,,,,,,1.0,1.0,,,1.0,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.727272727272727,0.9,3.0689056385268376,3.4140233677518315,0.5285193821309178,0.10166007980844047,0.6505116506781442,0.8833306334746247,7.0,4.0,0.6363636363636364,0.4,8,2,1,11,6,2,2,10
